pageid,title
14726664,Luis Lacalle Pou
17572660,Luis Alberto Héber
20422339,Ope Pasquet
39016272,Francisco Bustillo
41770921,Isaac Alfie
42400920,Pablo Mieres
52322540,Javier García Duchini
55823347,Azucena Arbeleche
56333474,Beatriz Argimón
63140981,Martín Lema
63307420,Álvaro Delgado Ceretta
64261694,Pablo Da Silveira
64270229,Irene Moreira
65159193,Adrián Peña
66333260,Daniel Salinas
67769368,José Luis Falero
68649983,Tabaré Viera
68792531,Omar Paganini
70440027,Fernando Mattos Costa
